,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80,U81,U82,U83,U84,U85,U86,U87,U88,U89,U90,U91,U92,U93,U94,U95,U96,U97,U98,U99
Sample154,342.795,25.569,7.623,5.961,1076.372,2305.478,272.125,914.292,148.926,3599.986,1474.189,3.269,1926.835,3.44,833.672,16.532,2525.456,128.54,48.455,33.125,4.405,9.176,640.788,406.531,282.254,58.166,5060.929,2979.539,356.247,322.208,591.68,71.221,12.758,632.196,159.983,39.839,158.155,2575.771,4034.398,44.3,254.034,43.849,378.638,37.805,69.226,2516.055,16.902,424.526,7.877,1757.907,680.273,21.562,1596.618,7.719,40.136,12.197,134.981,736.227,26.524,5.496,54.46,15.506,7.936,328.447,44.562,490.01,15.957,3383.096,61.512,7.979,324.681,3395.047,74.372,2428.356,174.007,102.052,322.246,6291.576,3527.986,126.586,969.182,106.554,126.894,1093.821,91.224,583.227,535.421,3835.738,9.727,764.174,2274.041,4149.429,5.579,1177.354,5667.722,3059.441,7.798,4477.507,2683.488,1472.508
Sample155,399.986,21.133,7.937,7.105,1232.328,2239.875,326.074,899.398,111.149,3547.603,1740.975,2.814,1870.62,3.624,1011.252,15.913,2164.477,128.587,41.109,55.878,5.262,8.093,619.138,428.97,250.634,49.986,6084.777,2839.371,343.08,360.645,533.354,73.605,13.41,625.619,134.886,33.335,167.741,2438.817,3671.665,50.73,234.791,41.496,294.74,40.821,64.673,2364.598,10.575,402.826,6.553,1684.398,594.101,24.599,1148.448,7.682,36.345,11.61,122.959,881.34,25.669,5.0,65.015,15.301,8.523,339.864,43.224,382.869,16.907,4353.771,72.306,10.143,313.308,3772.794,79.326,2469.596,187.821,102.071,342.72,6000.941,3799.262,130.983,1064.611,120.139,131.464,1134.167,96.46,509.194,546.83,3530.615,10.862,730.864,2492.902,3767.754,5.327,1490.949,4981.485,3827.5,7.875,3888.241,3087.378,1395.487
Sample156,304.671,20.985,7.375,6.792,925.976,2306.563,251.26,887.963,136.696,3360.021,1471.733,2.632,1679.3,4.893,953.898,16.338,2320.676,138.681,44.039,58.344,4.794,10.607,468.184,391.2,328.067,55.529,5722.9,3405.401,465.489,326.348,549.39,70.06,12.218,648.075,133.19,43.036,152.06,2447.542,3797.244,48.471,220.101,41.297,350.746,44.294,65.673,2570.3,12.431,407.013,7.673,1739.289,587.062,23.278,1615.829,6.568,36.563,14.287,150.235,745.139,28.85,4.873,63.856,16.281,9.304,333.62,38.781,449.776,16.218,3910.196,73.625,10.142,307.728,3523.627,72.173,2624.469,178.719,94.288,415.201,5699.103,4057.052,106.316,998.25,123.661,145.944,1250.49,96.199,481.388,620.168,3543.56,10.257,672.513,2155.442,3577.238,4.756,1619.791,4626.019,4265.778,9.444,4060.736,2525.245,1581.295
Sample157,384.085,22.957,8.347,7.237,963.448,2642.081,272.108,876.808,99.007,3298.461,1426.17,2.888,1717.547,3.712,790.401,16.495,2244.675,156.447,40.521,69.76,4.445,9.221,613.975,425.044,287.014,47.958,5495.087,3661.815,410.004,319.061,569.866,65.832,14.323,682.564,153.452,36.436,139.528,2354.291,3302.862,45.608,236.944,45.275,356.374,45.765,64.743,2602.818,16.435,405.41,7.731,1606.845,660.509,21.403,1300.192,8.834,36.322,16.327,144.798,797.004,30.307,5.47,77.734,20.216,10.885,265.97,43.792,443.948,17.363,4241.592,65.227,9.818,320.957,3676.884,81.369,2670.618,185.917,90.34,342.636,5451.246,4105.034,127.632,1085.392,105.462,134.139,1000.519,81.549,452.262,500.198,3540.52,9.779,719.075,2139.786,4170.55,4.572,1284.684,4993.812,3749.566,6.973,4416.828,3101.714,1238.489
Sample158,409.075,23.05,7.534,5.562,1049.582,2658.244,296.944,883.55,115.702,3598.913,1646.192,3.181,1894.468,3.918,767.168,15.515,2138.944,119.233,40.186,48.471,5.127,10.182,543.65,361.916,280.863,47.967,5871.383,2582.473,345.331,367.906,419.374,63.241,14.44,680.406,136.951,32.615,179.234,2189.651,3780.476,46.085,255.006,46.528,346.386,33.212,57.519,2716.243,13.602,409.497,7.315,1772.931,597.915,20.043,1414.935,7.662,34.951,14.757,126.675,686.447,29.232,4.129,76.233,16.947,7.352,307.779,42.037,366.248,13.52,3680.497,74.462,9.1,351.302,3669.22,85.055,2682.043,180.671,97.23,337.846,5442.943,4165.567,132.069,878.004,129.179,157.952,993.025,92.579,608.303,526.217,3379.495,10.338,734.592,1897.099,4020.491,5.582,884.394,5080.708,3595.798,8.948,4265.56,2592.701,1363.635
Sample159,366.583,29.19,7.29,6.441,905.331,2344.757,309.558,814.792,153.377,3414.914,1176.798,3.52,2017.738,3.979,764.38,14.31,2426.039,117.529,38.042,57.658,5.184,8.71,654.54,391.621,283.021,55.647,5357.97,3142.506,394.244,342.111,475.271,61.692,13.324,663.41,150.221,33.768,165.544,2524.734,4019.237,46.014,201.041,39.883,336.764,31.807,65.303,2875.343,15.967,397.06,7.224,1451.008,700.238,23.867,1213.018,6.612,36.069,15.4,130.679,955.713,27.059,4.237,69.737,15.646,7.769,312.962,43.428,431.622,13.503,3766.601,69.495,9.425,310.553,3675.621,68.815,2402.066,195.454,98.357,452.315,5474.855,4073.575,115.368,928.408,95.309,133.485,1065.041,98.83,517.085,557.649,3721.518,9.162,692.321,2354.762,3070.441,5.132,1332.795,5571.099,3439.45,6.02,4600.374,2786.713,1411.892
Sample160,348.626,20.266,6.217,7.175,1024.023,2618.543,290.034,957.925,120.524,3600.439,1515.597,3.032,1623.879,4.55,980.842,17.266,2001.711,172.698,38.03,52.541,4.213,10.569,601.703,394.415,320.781,65.261,5057.734,3358.808,480.341,396.545,551.693,70.704,13.631,566.045,130.759,35.888,148.874,2287.25,3969.807,46.262,259.932,40.321,353.75,37.476,58.534,2663.91,13.204,403.608,7.489,2020.718,664.648,22.223,1383.679,7.7,41.769,14.702,117.989,630.418,25.988,5.464,69.566,15.09,7.267,356.494,37.599,457.425,14.187,3923.363,65.91,8.102,348.69,3277.383,80.303,2101.78,168.499,100.234,328.52,5179.335,3981.534,120.847,902.672,105.986,119.9,1146.742,91.324,698.673,669.204,3444.583,10.784,772.388,2429.124,3772.171,5.121,1081.326,4913.584,3342.426,8.386,4585.97,2662.626,1334.303
Sample161,360.65,17.071,6.952,7.096,892.505,2826.363,317.988,833.406,142.702,3452.458,1612.34,4.262,1696.352,2.679,694.327,14.683,2359.175,114.337,44.483,63.393,5.694,7.547,531.405,408.372,267.052,55.493,5272.81,3211.518,299.572,391.57,572.552,55.77,12.276,746.329,159.506,38.071,176.464,1996.543,4005.944,58.763,214.316,42.792,332.213,32.018,63.73,2749.316,12.904,398.721,9.323,1797.176,651.972,20.179,1029.715,7.491,35.043,14.489,124.342,914.165,32.035,5.385,76.181,17.044,8.871,369.594,40.394,403.388,14.384,3353.415,68.547,10.002,352.389,3890.31,89.937,2140.645,202.214,116.371,386.167,6034.19,3567.87,124.516,915.358,130.954,149.218,1265.195,76.394,560.89,523.2,3833.164,10.933,703.3,2242.299,3593.805,5.161,1376.969,5721.124,3571.849,9.025,4328.015,2563.754,1523.822
Sample162,339.375,25.02,7.585,6.229,775.299,2837.279,306.535,916.154,165.861,3272.873,1159.618,3.22,1911.765,4.382,893.583,15.75,1942.873,136.468,43.643,54.548,5.235,9.116,599.45,455.219,251.591,49.97,4928.091,3751.979,382.96,346.763,578.281,69.88,16.211,730.979,161.544,26.728,152.663,2332.534,3283.267,49.721,244.173,42.228,368.494,36.849,59.988,2372.241,14.328,377.919,9.524,1735.424,707.629,19.76,1528.596,6.518,42.484,11.749,140.002,701.185,25.494,3.734,76.135,15.387,8.512,293.555,40.388,397.524,15.3,3968.394,73.564,8.299,301.733,4084.367,71.679,2389.909,169.827,99.597,326.395,5693.792,3912.886,129.452,960.71,131.801,145.734,1181.925,90.807,496.372,543.22,3537.57,9.978,780.411,2314.155,3563.992,4.743,1366.978,5111.739,3802.028,6.916,4392.863,2938.493,1418.707
Sample163,303.907,20.709,6.209,6.416,1004.243,2671.161,251.245,924.694,126.541,3191.698,1511.244,3.026,2342.63,4.68,898.435,14.963,2101.118,111.467,47.664,51.187,4.299,9.928,652.636,440.169,274.962,48.697,5864.804,3803.901,381.312,353.276,567.11,76.77,11.084,646.9,155.81,34.933,153.836,2033.785,3538.756,57.091,253.019,45.192,329.105,33.497,63.723,2395.021,13.084,402.161,6.974,1684.932,637.171,22.141,1293.49,7.705,38.732,15.885,130.63,851.115,25.263,5.254,64.945,16.64,8.822,354.236,38.488,408.099,14.34,3959.497,71.836,9.681,317.382,3157.443,93.572,3089.107,178.052,111.249,298.58,5972.314,4071.999,121.012,1197.823,97.452,106.754,1071.078,95.211,549.548,563.673,3780.157,11.106,748.471,2538.013,3662.61,4.623,1094.085,5015.148,3781.755,9.418,4429.107,2710.637,1327.127
Sample164,363.839,22.658,6.974,7.561,897.132,2426.719,265.723,765.441,153.642,3756.782,1591.518,3.041,1796.541,4.031,960.149,16.894,2087.617,134.097,39.66,51.35,4.744,10.448,614.373,373.723,285.997,58.503,5473.175,3323.031,435.165,373.859,524.208,65.891,12.343,607.694,125.172,34.229,136.919,2436.992,3774.55,48.364,189.583,38.608,333.488,28.954,56.857,2732.998,14.51,429.351,7.292,1738.953,619.577,21.326,1389.924,6.992,36.331,13.904,126.692,842.404,26.64,4.842,66.824,16.286,9.763,304.623,38.125,440.95,18.299,3968.719,68.401,10.196,330.513,4017.53,79.889,2822.312,165.182,101.455,376.719,6035.127,4223.504,105.878,1081.982,120.172,136.983,1142.034,80.092,514.508,595.908,3404.745,9.742,815.588,2284.134,3152.929,5.351,1022.982,5417.854,3925.899,8.717,4297.426,2690.656,1393.978
Sample165,345.621,22.428,7.497,6.375,1309.664,2750.851,294.326,896.917,145.346,2976.247,1205.628,2.692,1912.256,4.405,784.626,13.436,2115.785,113.013,40.242,62.661,4.885,8.798,683.922,436.009,287.502,56.435,4708.922,3551.047,439.216,387.68,586.616,72.742,15.607,537.983,143.437,36.966,145.296,2201.878,3333.898,40.909,290.733,55.003,286.123,29.224,71.975,2612.729,15.037,406.363,7.73,1837.492,706.655,21.63,1597.357,7.742,45.62,15.992,130.704,825.959,30.448,4.571,66.952,20.073,8.104,301.017,39.989,336.788,15.932,3928.475,71.757,9.008,286.646,3520.214,82.154,2479.255,183.526,114.353,380.584,5593.55,3840.041,130.841,1047.322,132.684,125.014,1056.483,83.099,602.883,514.0,3324.932,10.034,813.123,1950.784,3975.405,5.31,1221.961,5391.527,2918.935,7.614,4377.448,2659.878,1356.137
Sample166,335.521,24.803,7.377,5.661,1236.752,2153.749,305.409,935.443,150.76,3157.412,1091.516,2.805,1897.857,3.556,728.983,16.074,2248.94,129.477,46.168,65.692,4.303,10.144,557.065,427.073,248.454,50.218,5755.905,3295.8,426.54,344.731,621.214,68.956,14.664,726.81,143.048,32.638,143.034,2397.265,4217.325,53.127,253.462,46.85,363.576,39.555,69.509,2413.838,21.314,442.735,7.031,1582.653,606.242,20.733,1281.378,7.807,34.334,15.117,143.748,818.494,28.586,4.503,67.602,17.981,9.316,366.821,42.278,408.168,15.657,3810.261,67.12,7.417,345.435,3462.664,77.352,3047.169,188.226,97.675,350.894,5852.789,4222.622,128.375,1016.337,88.476,155.09,1101.266,95.991,569.233,612.602,3401.896,9.248,890.112,2056.647,3963.37,5.119,954.564,4871.981,3398.572,8.724,4361.992,2527.728,1367.02
Sample167,448.469,29.09,6.96,5.99,975.977,2539.613,289.427,995.706,111.656,3031.99,1254.528,3.888,1825.807,2.209,879.497,14.047,2212.36,152.325,47.515,78.689,5.226,10.521,614.484,404.268,290.84,42.989,5840.512,3104.071,337.441,260.276,607.934,69.41,12.811,638.834,150.372,43.942,164.674,2162.758,3532.918,48.026,257.714,44.874,319.398,33.948,51.885,2750.562,14.498,433.931,7.247,1538.809,697.397,23.678,1379.662,6.378,39.22,14.769,129.322,673.197,29.037,4.284,68.325,16.265,8.1,325.569,45.495,452.808,15.168,3591.486,76.874,10.539,350.435,3875.915,82.952,2659.338,176.841,95.095,363.042,5440.095,4089.941,107.814,1071.336,119.387,138.196,1154.775,93.58,522.588,617.964,3728.566,10.11,827.38,2207.901,4073.181,5.178,1424.433,4723.76,3664.475,9.287,4762.24,2769.666,1265.836
Sample168,371.579,20.601,7.34,6.808,1121.353,2788.231,297.384,822.487,149.72,3353.776,1082.054,3.342,1933.935,4.336,810.377,15.831,1876.972,147.075,39.965,53.263,4.886,11.73,570.725,425.226,269.07,49.781,5847.588,3093.174,458.03,374.444,566.366,68.917,13.664,638.828,168.084,35.098,157.495,2315.712,3370.36,48.148,222.676,47.796,307.937,32.736,64.866,2650.669,15.057,377.647,8.628,1788.54,715.663,19.58,1357.85,6.965,40.836,13.844,140.808,738.592,27.471,4.245,66.094,18.209,9.841,345.564,42.509,385.93,14.042,3308.56,71.136,8.691,326.848,3759.08,75.152,2716.615,186.672,99.442,397.582,4926.127,4320.757,128.605,1036.018,96.743,128.924,1139.539,92.672,542.606,573.232,3518.663,11.155,749.999,2118.326,3535.601,4.757,1288.989,4812.786,3417.053,8.303,4717.704,2903.149,1446.261
Sample169,362.604,20.896,6.975,6.006,861.471,2490.259,268.964,933.708,100.235,2963.695,1467.289,3.099,2053.244,3.808,722.835,16.466,2064.746,106.711,39.423,49.506,4.781,8.162,562.743,440.081,205.008,55.39,5209.613,2864.68,422.083,403.199,516.819,64.797,13.915,589.496,137.751,33.016,143.064,2308.583,3811.713,61.776,224.875,41.827,322.478,32.642,63.238,2959.399,11.15,336.991,7.579,1518.938,752.707,20.165,1245.938,8.315,41.961,14.09,121.332,933.882,25.815,5.323,53.011,14.928,8.546,334.104,42.284,319.983,14.418,3984.216,71.961,11.153,281.247,3530.6,75.607,2816.168,189.888,115.486,398.909,5605.369,4284.045,117.206,963.45,109.818,117.435,1203.074,105.112,598.43,532.473,3630.788,11.437,704.742,2611.277,3478.853,5.053,1058.951,5186.324,3384.722,9.641,4352.899,2559.474,1224.128
Sample170,346.913,24.728,7.502,6.608,885.814,2458.173,276.379,957.24,125.138,3150.212,1236.93,3.818,1456.777,3.198,867.466,16.235,2381.466,132.697,43.023,60.306,4.625,9.69,567.113,411.255,271.78,48.078,5909.297,3206.828,357.141,238.234,633.05,71.283,12.89,683.304,116.93,35.282,138.189,2272.955,3624.287,52.218,225.505,39.056,336.958,42.106,60.981,2578.972,13.478,378.164,8.329,1823.426,610.11,19.027,1297.446,7.223,45.885,16.433,131.839,672.11,24.391,4.703,70.005,16.285,8.357,349.089,41.889,426.197,13.152,3545.022,76.552,10.489,356.401,4035.922,77.636,2720.542,166.528,104.061,312.135,4633.037,4394.654,136.455,1040.938,131.403,140.071,1214.488,82.905,603.187,471.231,3062.153,8.612,753.79,1928.984,3495.046,4.968,1509.369,5028.085,3521.041,8.49,4119.75,2429.236,1290.677
Sample171,357.28,28.686,6.842,6.562,955.121,2327.44,278.478,797.511,123.22,3538.177,1419.29,3.434,1923.332,3.941,809.756,14.528,2185.951,124.29,45.914,70.476,5.292,12.028,612.955,355.329,276.464,46.039,5608.788,3052.333,457.99,409.609,560.961,74.06,14.234,641.709,181.071,36.844,159.652,2035.849,3620.336,42.176,238.752,44.293,340.336,33.931,48.783,2709.153,14.49,414.29,8.979,1744.506,753.891,22.265,1350.571,7.222,41.851,11.87,127.87,790.751,29.465,3.613,72.195,15.23,8.122,318.768,43.257,421.103,15.046,3728.705,63.6,9.378,277.883,3579.602,60.292,2381.854,182.981,95.556,364.593,5383.049,4100.913,102.773,1013.378,118.778,139.268,1215.724,80.348,430.497,578.952,3537.656,9.773,813.068,1935.616,4014.512,4.826,1222.188,4983.804,3098.333,8.744,4186.198,2784.816,1467.079
Sample172,307.828,22.504,6.633,6.449,1183.756,2665.253,333.546,890.064,118.51,3170.825,862.819,2.63,2016.26,4.332,742.014,14.445,2234.977,113.636,40.455,49.842,4.784,10.078,623.622,417.284,205.487,52.354,5907.628,3088.011,475.649,353.825,545.66,75.351,13.745,587.12,162.508,34.78,155.818,2286.9,3739.018,54.845,231.576,46.04,325.068,33.872,74.036,2776.097,16.461,374.633,7.217,1500.632,644.423,21.805,1339.628,7.276,40.894,14.219,126.742,861.963,28.784,4.193,73.435,16.437,8.01,333.507,44.536,462.049,14.11,4028.072,64.595,9.825,331.565,3665.356,88.575,2784.312,194.739,109.74,374.748,6179.743,4206.038,135.121,1130.403,110.133,173.016,1035.88,87.149,604.673,596.697,3832.792,10.552,627.42,2425.411,3797.064,5.138,1212.572,5613.057,3495.066,11.235,4765.012,2698.523,1431.306
Sample173,329.533,32.67,7.176,6.097,972.002,2861.978,309.023,990.824,126.932,3287.8,1186.383,3.522,1840.441,3.053,867.498,14.73,2308.982,145.799,42.911,68.415,4.448,10.558,596.904,462.453,324.36,52.623,5764.167,3396.169,331.561,398.58,552.182,73.251,13.604,713.641,148.494,31.449,157.084,2314.721,3845.591,47.996,234.472,41.097,318.94,37.451,41.103,2640.021,18.745,420.474,7.327,1608.825,835.383,19.13,1482.03,7.443,38.644,13.259,112.805,903.198,26.612,3.912,54.92,16.102,7.854,322.033,45.395,459.124,13.611,3361.271,71.959,9.674,332.677,3581.436,82.34,2537.546,171.457,86.982,360.25,6004.2,4096.531,112.977,1042.858,113.211,135.597,1001.127,98.576,570.03,553.271,3547.775,9.295,772.054,2038.002,3548.189,4.739,1303.081,5196.381,3541.218,6.792,4771.773,2491.923,1500.886
Sample174,352.571,21.06,7.091,7.329,969.535,2254.48,263.583,803.791,135.894,2946.738,1398.101,2.938,2113.405,3.655,825.297,14.708,2332.748,140.645,42.842,52.943,5.332,10.466,573.73,443.686,253.335,51.906,5665.685,2333.299,421.362,326.592,525.579,62.494,14.025,707.898,145.006,31.795,146.565,2818.691,3987.296,33.793,234.995,37.693,322.627,29.638,65.333,2603.681,13.362,434.862,7.13,1792.892,644.147,20.423,1464.245,7.045,37.284,14.772,117.756,789.604,28.264,4.018,67.588,15.983,6.796,343.212,43.002,386.695,13.334,3417.827,77.009,8.689,352.924,3128.141,75.929,2231.712,179.109,92.156,354.759,5315.316,4213.032,131.971,1021.372,106.524,132.529,1343.004,85.551,492.332,517.859,3902.517,11.576,770.74,1929.328,3469.775,5.4,1303.678,5390.209,3289.079,6.382,3950.533,2437.936,1478.295
Sample175,347.032,21.669,6.597,6.72,1067.982,2554.904,352.702,930.632,115.682,3398.611,1399.902,2.681,1984.156,4.178,831.085,15.521,2081.805,123.861,44.501,53.805,5.408,9.245,590.223,437.31,278.294,46.406,5190.022,3472.396,407.182,372.356,545.632,70.087,14.355,603.639,123.802,34.241,141.514,2111.916,3415.319,56.771,236.915,47.058,309.384,31.376,63.518,2728.655,10.297,388.567,7.951,1719.24,634.305,24.347,1425.931,7.507,43.716,15.238,144.272,775.478,25.12,4.301,59.567,15.767,7.79,330.484,45.873,383.899,16.524,3612.762,71.075,10.564,346.98,3832.408,80.632,2397.555,173.389,104.85,392.769,5582.661,4302.811,115.392,923.796,126.324,131.615,1157.173,97.352,654.739,579.224,3473.201,9.298,733.628,2086.483,4110.984,4.505,1344.375,5072.959,3502.707,8.611,4355.159,2701.417,1478.729
Sample176,346.639,24.164,7.773,6.412,1126.717,2533.054,263.003,885.336,127.083,3823.85,1421.615,3.304,1786.941,4.079,796.929,15.664,2210.366,141.23,39.081,51.247,4.459,10.08,610.551,404.224,258.593,62.771,5461.449,3495.865,401.012,360.961,548.088,64.153,14.303,655.062,146.722,31.698,153.84,2293.082,4169.714,50.315,237.658,42.324,358.526,23.086,66.817,2696.371,16.364,443.618,6.884,1780.88,541.107,23.721,1552.434,7.858,43.006,12.023,113.899,847.022,26.39,4.761,79.122,14.443,8.114,316.264,42.857,373.233,14.969,3860.896,73.132,9.577,282.549,3860.628,85.375,2475.624,174.984,89.405,408.069,5917.752,4289.943,129.113,1041.626,110.384,125.059,1246.515,89.644,556.454,626.281,3494.077,10.792,725.114,2027.956,3623.955,5.176,1173.495,5698.243,3076.443,7.919,4123.259,2689.547,1315.489
Sample177,389.615,15.801,7.749,7.132,989.462,2416.154,271.119,973.079,126.521,3022.592,1293.74,3.113,2150.425,5.184,1005.777,14.385,2090.997,127.692,40.776,48.677,4.263,9.976,597.549,402.24,309.856,50.992,5353.015,3549.847,399.423,350.528,560.671,68.141,13.211,777.934,129.041,36.106,140.914,2440.213,3704.041,58.552,232.012,41.033,327.376,30.188,66.056,2912.104,15.352,419.898,7.195,1667.433,838.566,18.457,1539.795,8.05,43.389,14.292,130.254,806.349,24.904,5.17,70.752,18.084,8.005,304.173,38.131,389.907,14.531,4102.737,65.963,9.129,303.458,3625.984,93.499,2701.395,171.794,114.759,350.591,5430.611,4035.362,118.446,1053.976,92.565,146.31,1273.104,88.993,597.56,593.576,3518.082,9.629,735.234,2619.408,3341.597,4.735,1114.476,5762.997,3395.028,9.648,4107.339,2774.087,1273.401
Sample178,380.761,15.72,7.187,6.634,888.35,2500.499,325.98,893.375,127.647,3601.613,1457.434,2.83,1724.172,4.017,847.866,17.125,2260.69,129.854,41.605,58.72,4.581,9.936,553.615,375.158,219.088,55.418,5235.967,3324.623,351.914,350.488,560.758,80.033,12.355,765.567,134.622,36.883,147.617,2187.722,3932.43,47.693,259.049,40.146,344.917,34.919,55.282,2847.538,14.745,386.719,7.057,1903.794,729.216,24.219,1313.388,8.396,37.545,13.14,135.471,913.6,23.766,3.576,64.773,17.091,8.578,356.181,39.442,445.877,14.885,3717.862,61.024,8.358,307.897,3172.242,73.653,2559.519,191.705,103.899,384.603,6173.999,3929.426,134.179,1059.407,147.131,114.276,1073.013,93.124,533.247,539.316,3683.071,10.39,646.726,2692.498,3838.468,4.819,1062.009,5423.857,3308.157,7.615,4584.834,2820.495,1292.168
Sample179,380.585,23.831,7.068,5.963,1173.299,2446.249,263.022,883.89,100.62,3269.048,1560.243,2.779,2190.912,4.976,756.623,15.78,2258.852,129.312,45.126,58.458,5.185,10.603,609.931,392.226,261.485,60.882,6186.906,3140.97,403.732,406.136,560.4,64.673,13.065,642.082,143.745,37.36,161.498,1969.676,4020.366,44.946,255.134,44.226,320.86,34.655,73.103,2841.535,14.612,375.809,8.089,2023.772,570.586,24.39,1504.316,8.002,40.294,15.833,136.613,893.848,29.769,4.272,59.727,17.908,8.229,343.294,44.196,415.618,16.195,4112.232,61.627,8.536,254.406,3339.632,96.45,2696.386,163.296,97.937,351.002,5594.381,3918.305,126.284,942.101,122.019,111.87,983.441,91.441,513.367,597.167,3491.35,7.911,714.517,1978.215,3279.93,4.838,1371.834,4090.325,3770.996,6.992,4578.968,2953.551,1279.472
Sample180,337.71,17.845,7.603,6.786,1020.292,2938.548,316.338,963.397,106.848,2908.215,1498.863,2.116,1831.319,3.557,829.549,16.832,2285.666,184.291,47.23,58.648,5.317,9.174,596.969,360.786,236.018,59.897,5495.266,3211.138,380.908,423.096,506.99,72.027,14.943,683.988,157.853,36.484,162.333,2332.652,3572.373,42.289,237.613,39.969,287.831,36.664,47.726,2596.082,14.696,466.579,5.766,1875.944,588.662,22.185,1224.242,7.622,31.474,15.172,131.153,939.149,27.938,4.549,58.647,15.786,9.094,311.646,33.556,356.115,14.757,4159.836,77.376,10.289,281.58,3400.244,99.858,2287.303,179.154,109.308,353.173,6327.818,3771.853,122.934,958.129,144.758,134.43,1221.405,76.305,445.292,571.977,3792.93,10.884,678.748,2469.714,3830.784,5.171,1246.834,5454.207,4026.463,7.492,3856.88,3135.491,1378.358
Sample181,405.517,20.975,6.658,6.87,1004.135,2680.889,303.005,873.188,178.129,3359.947,1520.597,2.198,1896.425,3.878,858.738,14.057,1708.58,131.219,36.786,63.414,5.854,9.835,588.07,381.692,309.921,44.122,5251.266,3127.717,419.202,359.754,538.453,60.09,14.417,712.875,165.963,37.267,154.059,2175.336,3476.059,46.248,259.52,42.371,337.331,33.159,59.782,2631.303,17.719,389.988,8.094,1742.77,772.964,17.679,1483.556,7.654,39.698,13.798,121.244,775.83,22.829,3.507,55.635,17.16,9.009,355.04,37.216,348.208,15.107,3739.879,75.182,8.945,352.563,3226.036,64.877,2362.971,177.479,104.962,328.131,5266.431,4172.447,115.333,885.964,124.299,134.265,1095.813,74.544,529.687,659.122,3510.176,10.099,638.788,2125.911,3718.258,5.17,1341.123,5124.626,3309.036,7.951,4916.321,2649.33,1252.709
Sample182,376.644,24.586,6.542,6.974,997.18,2771.907,273.195,857.383,129.895,3197.416,1040.409,3.158,1967.688,3.37,753.571,14.407,2092.804,109.975,43.986,57.365,5.23,10.686,674.638,419.255,237.296,53.371,5904.21,2965.39,384.19,407.017,600.7,60.728,13.084,767.32,147.015,37.357,163.971,2006.922,3755.527,41.205,244.228,43.839,336.682,35.649,53.216,2649.118,15.342,426.891,7.705,1811.342,779.601,21.41,1072.18,8.136,39.035,12.991,124.087,952.191,25.93,3.894,61.73,17.625,8.051,279.135,44.355,382.666,13.875,4014.302,70.936,8.384,340.494,3614.973,91.577,3089.495,178.993,103.531,340.955,6338.037,3922.292,123.377,979.495,125.844,150.444,1067.944,100.088,610.578,489.5,3488.643,9.302,671.945,1837.06,3691.024,4.614,1292.321,5446.919,3755.002,10.144,4653.749,2712.747,1638.156
Sample183,345.017,26.8,5.818,6.458,989.092,2699.418,281.979,920.917,134.333,3695.464,1020.897,3.392,2090.675,4.267,920.582,11.771,2377.495,128.229,47.803,61.258,5.451,9.785,668.029,460.214,271.629,53.949,5855.562,3059.045,408.974,379.904,484.534,63.908,14.973,724.219,129.518,39.851,137.295,2212.941,4023.972,54.29,248.258,45.197,368.623,34.611,76.341,2855.653,16.846,420.415,6.989,1569.54,674.435,20.518,1671.252,7.907,40.889,15.529,124.974,689.013,27.496,4.613,63.829,18.176,7.162,312.829,39.738,359.176,17.339,3772.823,68.516,9.043,351.713,3329.604,78.295,2500.018,147.704,113.854,335.564,6049.317,3476.487,132.866,1043.862,116.998,123.675,1128.833,93.278,472.707,626.708,3475.02,10.568,760.414,1423.072,3185.172,5.142,1251.101,5532.385,3546.74,8.982,4725.312,2745.848,1550.884
Sample184,391.984,24.128,8.142,6.188,982.316,3135.936,296.343,921.084,139.33,3129.93,1321.687,3.094,1848.174,3.21,708.76,16.673,2530.883,143.108,38.48,58.236,5.151,9.234,580.684,434.985,239.216,51.489,5068.78,2914.078,414.687,351.847,595.53,55.86,12.788,695.661,176.875,36.208,154.068,2086.466,3682.432,55.616,226.123,42.492,328.9,36.33,65.881,2665.268,16.022,391.628,7.475,1977.469,666.672,22.399,1354.34,8.912,30.019,13.1,122.856,826.674,27.9,4.66,69.785,15.693,8.976,330.414,39.586,345.25,16.069,3097.757,73.88,9.343,332.695,3574.492,85.871,2266.663,194.342,104.157,371.895,4778.259,4149.192,126.459,1245.925,111.75,163.07,1234.677,87.938,561.04,616.227,3478.94,9.733,840.868,2323.517,3795.712,5.176,1294.904,5151.427,3265.615,9.29,4641.532,2696.815,1337.376
